Student ID,Dropout (1=Yes 0=No),Degree Code,Study Mode,Entry Year,Admission Type,Active Enrollment,Displaced Student,Second Degree Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Pass Rate 2 Years Ago (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Unpaid Fees Flag,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Assignment Submissions (Total),Test Submissions (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
5ea92479f1d0,0,aeec2fcd27fc,1,,,1,0,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,80,,,,3,,1
5eaa65ee8ea6,0,5ec1a0c99d42,1,2018,NAP,0,0,,100,100,100,100,100,45,45,45,12,24,0,4,4,,34,167,2196.2319,49,82,22,,,3,2,1
5eaa945087ad,0,d6a403173361,1,,,0,1,,0,0,0,0,0,48,0,0,0,0,0,1,2,"1,0",5,31,140.30790000000002,3,52,5,,,0,1,1
5eaf828dfee1,0,5ec1a0c99d42,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,30,30,0,3,3,,31,93,1686.7411666666667,41,17,29,,,3,2,1
5eaf86390a10,0,7559ca4a957c,1,2019,NAP,0,0,,100,100,100,91.66666666666666,80,52.5,52.5,66,36,16.5,0,3,4,,30,171,1892.94235,45,80,19,,,3,2,1
5eb23d230d22,0,d6a403173361,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
5eb78baf980b,0,01d54579da44,1,2017,NAP,1,1,,68.42,,68.42,45,16.666666666666664,57,39,39,0,6,0,2,3,,24,200,1672.9935833333334,43,24,17,,,2,2,1
5ebbc51cc7ab,0,d6a403173361,1,2017,NAI,0,1,,100,,100,100,100,12,12,12,0,12,0,4,4,,14,182,849.1896333333334,21,,12,,,3,1,0
5ec02d244413,1,f8809aff4d69,1,2022,NAP,0,0,,0,0,0,,,60,0,1.07,0,0,0,1,1,,3,7,137.84985,3,63,13,,,0,1,1
5ec30b927c1c,0,a512db2741cd,1,2022,NAP,1,0,,100,100,100,,,60,60,60,24,12,0,1,1,,193,3671,25214.263899999998,456,144,126,,,3,3,1
5ec43fea0466,1,a0bd500821a8,1,,,0,1,,,,,,,4.5,4.5,4.5,0,4.5,0,1,1,,,,,,,,,,,,0
5ec824342bf9,0,5ec1a0c99d42,1,2021,NAP,1,0,,83.33,100,69.23,100,,72,60,60,33,22.5,0,3,3,,30,421,1896.0210500000003,45,39,14,,,3,2,2
5edf59e9151b,0,a512db2741cd,1,2020,NAP,1,1,,84.09,81.82,86.36,90,100,66,55.5,55.5,27,28.5,0,2,3,,34,199,1766.7530833333333,57,148,24,,,3,2,2
5ee16b77dd7f,0,9212e5e6ef41,1,,,0,0,,100,,100,76.92307692307693,,10,10,10,0,0,0,1,1,,,,,,159,,,,3,,0
5ee1a3cd7abb,0,3b731d7620bf,1,,,1,0,,65,100,30,100,,60,39,48,30,9,0,2,2,,,,,,70,,,,2,,1
5ee3c46eb598,0,f8809aff4d69,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
5ee4ca475519,0,0fecf9247f3d,1,2017,NAP,1,1,,83.33,89.29,76.92,66.66666666666666,79.31034483,81,67.5,67.5,37.5,30,0,3,4,,1,9,47.90205,1,101,1,,,3,1,2
5ee6c2ac740a,0,80c3cd40fa35,1,2021,NAP,1,0,,78.57,100,66.67,60.60606060606061,,63,49.5,49.5,22.5,27,0,1,2,,65,766,4658.237866666666,134,118,30,,,2,3,2
5ee8f7da98c3,0,01d54579da44,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60.67,12,6,0,3,3,,65,411,3354.736766666667,81,161,42,,,3,3,1
5eea8d9edab3,0,1d0ebea552eb,1,2020,NAP,1,1,,100,100,100,100,100,66,66,66,36,30,0,2,3,,11,85,1546.5336,38,59,8,,,3,1,2
5eec8b36a0c3,0,7559ca4a957c,1,2022,NAP,1,1,,100,100,100,,,60,60,61,18,18,0,1,1,,81,844,5907.4550500000005,124,98,31,,,3,3,1
5eed26bc1073,0,41e521adf8ae,1,2017,NAP,0,1,,100,,100,68,52.94117647058824,12,12,12,0,12,0,4,4,,,,,,,,,,3,,0
5eee9083d412,0,9ae2bdd7beed,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,25.5,25.5,0,3,3,,32,261,2538.265533333333,48,159,17,,,3,2,1
5eeeae41e678,0,5a39cadd1b00,1,2022,NAP,1,1,,100,100,100,,,60,60,60,12,12,0,1,1,,,,,,,,,,3,,1
5eef4889a90c,0,41e521adf8ae,1,2015,NAP,0,0,,100,100,100,67.64705882352942,70,16.5,16.5,16.5,4.5,12,0,4,4,,31,181,1969.6594666666665,50,33,20,,,3,2,0
5eef9e2578e7,0,d6f0c71ef0c8,1,2020,NAP,1,0,,93.02,85,100,100,100,64.5,60,60,25.5,25.5,0,3,3,,25,165,2124.615883333333,46,150,25,,,3,2,2
5efa49c0d324,0,d4ee9f58e586,1,2022,NAP,1,1,,100,100,100,,,64.5,64.5,64.5,18,19.5,0,1,2,,131,1549,8991.273816666666,252,82,63,,,3,3,2
5f088f37fb00,0,79d6eaa26761,1,2021,NAP,1,1,,100,100,100,85,,63,63,63,27,27,0,1,2,,81,959,6592.59095,176,44,54,,,3,3,2
5f0cbe9c63a9,0,01d54579da44,1,2019,NAP,1,0,,93.48,100,91.89,100,100,69,64.5,64.5,13.5,9,0,4,5,,,,,,1,,,,3,,2
5f1a458e3a03,0,1d0ebea552eb,1,2022,NAP,1,0,,55,70,40,,,60,33,33,21,12,0,1,1,,28,223,2549.5088833333334,45,38,24,,,1,2,1
5f1c54b2cee3,0,1d0ebea552eb,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,31.5,28.5,0,2,2,,34,326,3105.3965333333335,79,164,29,,,3,2,1
5f1ffcd72e9f,1,0a5b046d07f6,1,2015,NAP,0,1,,0,0,0,0,100,13.5,0,0,0,0,0,4,4,,4,7,47.11796666666667,2,,4,,,0,1,0
5f221c2a51a7,0,734d0759cdb4,1,2018,NAP,0,0,,100,,100,50,100,12,12,12,0,12,0,4,4,,,,,,,,,,3,,0
5f28b6c899a4,0,1d0ebea552eb,1,2019,NAP,1,0,,85,85,85,100,88.57142857142857,60,51,51,25.5,25.5,0,3,4,,42,233,3132.6877,79,97,22,,,3,2,1
5f2bcd39a642,0,d4ee9f58e586,1,2022,NAP,1,0,,93.02,100,91.18,,,64.5,60,60,13.5,19.5,0,1,1,,101,556,6722.425716666667,157,85,75,,,3,3,2
5f31a438f32f,0,01d54579da44,1,2016,NAP,1,0,,72.22,100,66.67,80.64516129032258,100,54,39,39,9,13.5,0,4,5,,65,311,1451.5604166666667,86,125,37,,,2,3,1
5f3bc841a7fe,0,1d0ebea552eb,1,2019,NAP,0,1,,77.5,100,55,100,100,60,46.5,60.16,30,16.5,0,4,4,,30,151,2268.3135333333335,43,49,20,,,2,2,1
5f40e8f35c11,0,c96d630ec3a1,1,,,0,0,,100,100,100,50,,45,45,45,12.5,17.5,0,1,2,,,,,,16,,,,3,,1
5f44fe381044,0,7559ca4a957c,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,30,30,0,3,3,,29,127,2121.43695,41,148,24,,,3,2,1
5f454c1adf9c,0,3d3286f7cd19,1,2020,NAP,1,0,,66.67,47.37,78.13,100,100,76.5,51,51,13.5,37.5,0,3,4,,64,708,5985.7018,143,144,43,,,2,3,2
5f4c5f9cc223,0,2206b111c94d,1,,,1,0,,35.48,100,0,22.5,,46.5,16.5,16.5,16.5,0,0,1,1,,,,,,17,,,,0,,1
5f4ef56c63f1,0,a512db2741cd,1,2018,NAP,0,1,,100,100,100,85.36585365853658,69.04761904761905,31.5,31.5,31.5,15,16.5,0,4,4,,30,249,2339.70725,47,56,21,,,3,2,1
5f50e54a9f7f,0,7559ca4a957c,1,2021,NAP,1,1,,90,80,100,100,,60,54,54,24,30,0,2,2,,39,219,2677.981366666667,59,122,22,,,3,2,1
5f5394435084,0,d6a403173361,1,,,0,0,,0,0,0,45,,63,0,0,0,0,0,1,1,"1,0",1,11,46.8267,1,,,,,0,1,2
5f56435caf46,0,5ec1a0c99d42,1,2022,NAP,1,0,,100,100,100,,,60,60,60,9,6,0,1,1,,28,202,1566.5644666666665,33,,12,,,3,2,1
5f5869015645,0,7045d16ae7f0,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,50,258,3661.0895000000005,79,130,34,,,3,2,1
5f5b6f19095c,0,2206b111c94d,1,,,1,0,,100,100,100,,,60,60,60,21,0,0,1,1,,,,,,111,,,,3,,1
5f5ecf5e11a9,0,2bc805107667,1,,,1,0,,0,,0,76.47058823529412,,12,0,0,0,0,0,1,1,,,,,,11,,,,0,,0
5f63f1efa29d,0,9212e5e6ef41,1,,,0,0,,0,,0,83.33333333333334,,10,0,0,0,0,0,1,1,"1,0",,,,,,,,,0,,0
5f664027dd80,0,ec2e990b934d,1,2020,NAP,1,0,,45,50,41.67,0,10,60,27,27,12,6,0,1,2,,40,190,3177.8768833333334,73,37,25,,,1,2,1
5f6860b55a14,0,734d0759cdb4,1,2020,NAP,1,1,,30,15,45,100,55.00000000000001,60,18,18,4.5,13.5,0,2,2,,16,68,1000.6086833333334,24,124,14,,,0,1,1
5f696a6f9268,0,3d3286f7cd19,1,2022,NAP,1,0,,100,100,100,,,60,60,60,18,24,0,1,1,,41,369,2817.4436166666665,78,86,28,,,3,2,1
5f69a56da477,0,01d54579da44,1,2017,NAP,1,1,,100,100,100,68.18181818181817,70,76.5,76.5,76.5,24,19.5,0,2,5,,25,218,1382.9606166666667,36,23,21,,,3,2,2
5f6adf57bd81,1,d80eae6e96d1,1,2022,NCF,0,0,"1,0",100,100,100,,,60,60,60,30,30,0,1,1,,25,56,1297.4935166666664,30,39,12,,,3,2,1
5f6bce23b28a,0,4a8596a7790b,1,2020,NAP,1,1,,72.5,61.9,84.21,52.38095238095239,87.5,60,43.5,43.5,19.5,24,0,2,3,,82,758,6727.1942500000005,172,76,58,,,2,3,1
5f6c459c24cf,1,0a5b046d07f6,1,2017,NAP,0,1,,0,,0,70.58823529411765,30,15,0,0,0,0,0,2,4,,51,679,6144.27355,136,16,41,,,0,2,0
5f6c80e7263a,0,2206b111c94d,1,,,0,1,,100,,100,50,,30,30,30,0,30,0,1,1,,,,,,153,,,,3,,0
5f6f8de90fbe,0,d6f0c71ef0c8,1,2019,NAP,0,0,,90.91,80,100,100,100,66,60,60,24,36,0,4,4,,17,33,703.1041,19,86,5,,,3,1,2
5f6fc4ceb253,0,38b2d03f3256,1,2019,NAP,0,1,,100,100,100,100,100,60,60,60,30,30,0,4,4,,59,357,4155.5162,86,46,57,,,3,2,1
5f713250b79b,0,01d54579da44,1,2018,NAP,1,1,,100,100,100,100,100,54,54,54,9,4.5,0,4,5,,29,122,1915.5236333333335,40,66,24,,,3,2,1
5f72140ed633,0,1d0ebea552eb,1,2022,NAP,1,1,,85,70,100,,,60,51,51,21,30,0,1,1,,59,253,2758.9155333333338,81,,32,,,3,2,1
5f763e6f79ff,1,7e8250dfc4ec,1,,,0,1,,0,,0,100,,15,0,0,0,0,0,2,2,,,,,,9,,,,0,,0
5f817b6cb4d3,1,734d0759cdb4,1,2019,NAP,0,1,,80,100,60,100,100,60,48,48,30,18,0,4,4,,1,1,61.153016666666666,1,,7,,,2,1,1
5f84f6aaade6,0,dac53c17c250,1,2020,NAP,1,1,,89.74,78.95,100,92.5,100,58.5,52.5,52.5,22.5,30,0,2,3,,44,157,3222.540316666667,65,126,31,,,3,2,1
5f8c27f97179,0,2206b111c94d,1,,,1,0,,0,,0,50,,30,0,0,0,0,0,1,1,,,,,,15,,,,0,,0
5f902b861397,0,8e612bd1f5d1,1,2021,NAP,1,1,,25,0,40,60,,60,15,15,0,15,0,1,2,,28,420,1761.0892000000001,57,125,22,,,0,2,1
5f919cc2ded2,0,734d0759cdb4,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,36,24,0,2,3,,41,180,3563.03295,89,147,27,,,3,2,1
5f92a49954af,0,5ec1a0c99d42,1,2016,NLE,0,1,,100,100,100,100,65.21739130434783,46.5,46.5,46.5,25.5,12,0,3,4,,30,92,1483.9409666666666,42,79,15,,,3,2,1
5f953d7b45b1,0,e5481aa7df58,1,,,1,0,,41.67,71.43,0,51.72413793103448,42.5,72,30,30,30,0,0,1,2,,,,,,57,,,,1,,2
5f96f247e1ca,0,7045d16ae7f0,1,2022,NAP,1,1,,100,100,100,,,60,60,61,30,30,0,1,1,,41,217,3152.8172333333337,71,132,32,,,3,2,1
5fa1d07768d8,0,734d0759cdb4,1,2022,NAP,1,1,,100,100,100,,,60,60,60,18,24,0,1,1,,78,412,4837.622133333333,121,132,41,,,3,3,1
5fa1d40f7eac,0,7045d16ae7f0,1,2019,NAP,0,0,,100,100,100,100,100,37.5,37.5,42.32,21,16.5,0,4,4,,,,,,154,,,,3,,1
5fa731f88534,0,38b2d03f3256,1,2022,NAP,1,0,,100,100,100,,,60,60,60,30,30,0,1,1,,55,882,6462.459199999999,115,134,33,,,3,2,1
5fa8c82e51a4,0,734d0759cdb4,1,2019,NAP,1,1,,45.45,83.33,0,91.48936170212764,92.5,66,30,48,30,0,0,4,4,,26,184,1737.7960166666667,38,79,8,,,1,2,2
5fb52c784801,1,5bc05e241527,1,,,0,1,,0,,0,46.80851063829788,96.66666666666669,40,0,0,0,0,0,1,2,,,,,,1,,,,0,,1
5fb62e9adb52,0,1d0ebea552eb,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,31,143,2226.3268500000004,53,76,22,,,3,2,1
5fb82229d7bf,0,1d0ebea552eb,1,2021,NAP,1,0,,82.5,80.95,84.21,100,,60,49.5,49.5,25.5,24,0,2,2,,27,176,2150.8280666666665,52,144,16,,,3,2,1
5fbc29cc6e29,0,23147de99973,1,,,1,0,,100,100,100,,,60,60,60,24,36,0,1,1,,,,,,59,,,,3,,1
5fbeee702184,0,2397346b4582,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,28.5,31.5,0,3,3,,41,419,2905.3680833333333,62,149,28,,,3,2,1
5fc00a7afa08,1,968076be2e38,1,2022,NAP,0,0,,100,100,100,,,60,60,60,30,30,0,1,1,,75,763,4742.396466666667,144,68,35,,,3,3,1
5fc37a562d6e,0,734d0759cdb4,1,2019,NAP,0,0,,100,100,100,70,89.18918919,72,72,72,24,30,0,3,4,,124,2212,11073.836716666667,244,123,69,,,3,3,2
5fc6c1a650df,0,5ec1a0c99d42,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,6,9,0,2,2,,19,98,925.3022833333333,33,,18,,,3,1,1
5fcc40c78745,0,5ec1a0c99d42,1,,,0,1,,,,,100,100,9,9,9,0,9,0,4,4,,6,17,177.57546666666667,5,,5,,,,1,0
5fcc6fc37cd3,1,f57e5cb1f453,1,2021,NTE,0,0,,41.18,70,0,82,,51,21,29.5,21,0,0,1,4,,23,153,2151.132183333333,43,16,7,,,1,2,1
5fd7aea08f72,0,0a5b046d07f6,1,2019,NAP,1,1,,61.54,50,80,67.39130435,30,78,48,48,24,24,0,2,3,,48,570,4130.807883333334,108,75,20,,,2,2,2
5fdacfde0f58,0,61a229bae1e9,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,33,27,0,2,2,,79,369,4621.048616666666,128,119,25,,,3,3,1
5fdb9ea15cbd,0,2811745d7b8d,1,2018,NAP,0,1,,100,100,100,100,100,60,60,60,30,30,0,4,4,,28,120,1917.6417500000002,41,102,18,,,3,2,1
5fdbf6585708,0,2d2c33c52e3d,0,,,1,1,,48,69.23,25,,,37.5,18,18,13.5,4.5,0,1,1,,,,,,34,,,,1,,1
5fdeb277e201,0,734d0759cdb4,1,2022,NAP,1,0,,30,33.33,28.57,,,60,18,18,6,12,0,1,1,,29,204,2060.7881666666667,52,112,21,,,0,2,1
5fdfd7960903,0,01d54579da44,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,16.5,10.5,0,2,2,,36,457,2553.4167500000003,58,125,24,,,3,2,1
5fe2443b3bfc,0,c96d630ec3a1,1,,,1,0,,80,100,66.67,,,75,60,60,30,30,0,1,1,,,,,,153,,,,2,,2
5fe34512924e,0,0fecf9247f3d,0,2022,NTE,1,1,,100,100,100,,,18,18,18,6,12,0,1,1,,,,,,7,,,,3,,0
5fe5e5810bef,0,dac53c17c250,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,28.5,31.5,0,3,3,,57,1236,3750.8370166666664,93,127,31,,,3,2,1
5fe78410737b,0,0fecf9247f3d,1,2019,NAP,0,1,,100,100,100,100,100,42,42,60,30,12,0,4,4,,47,341,3988.5662,101,53,30,,,3,2,1
5fe8045f679a,0,5ec1a0c99d42,1,2022,NAP,1,1,,100,100,100,,,60,60,60,9,6,0,1,1,,48,515,2866.7614166666667,90,,40,,,3,2,1
5fec2f0b3db4,0,5ec1a0c99d42,1,2020,NAP,1,1,,54.55,66.67,50,75,100,66,36,36,12,9,0,2,4,,11,56,551.8055333333334,14,59,6,,,1,1,2
5fee589a7a74,0,0fecf9247f3d,1,2020,NLE,1,1,,90.48,81.82,100,62.5,100,63,57,75,27,30,0,2,3,,47,607,3650.74355,79,120,30,,,3,2,2
5ffc25751fcc,0,d6a403173361,1,2019,NRO,1,0,,59.57,100,42.42,39.02439024390244,47.72727272727273,70.5,42,42,21,21,0,2,3,,35,203,2847.2979000000005,54,157,28,,,1,2,2
5ffc81f5d57d,0,d8912eba4a0d,1,,,1,1,,0,,0,100,,12,0,0,0,0,0,2,2,,,,,,16,,,,0,,0
600063151adf,0,38b2d03f3256,1,2021,NAP,1,1,,70,57.14,84.21,70,,60,42,42,18,24,0,1,2,,32,317,2154.9110666666666,64,90,23,,,2,2,1
600293e28530,0,0fecf9247f3d,1,2020,NLE,1,1,,67.5,80.95,52.63,81.39534884,70,60,40.5,40.5,25.5,15,0,2,3,,,,,,100,,,,2,,1
6004daef48ae,0,01d54579da44,1,2019,NAP,1,1,,0,0,0,54.054054054054056,100,46.5,0,0,0,0,0,2,3,,,,,,54,,,,0,,1
600b1f245f75,0,620c9c332101,1,,,0,1,,0,0,0,57.49999999999999,,61.5,0,0,0,0,0,1,1,"1,0",1,3,45.21028333333334,3,4,8,,,0,1,2
600eb34d8b88,0,4a8596a7790b,1,2020,NAP,1,1,,75,65,85,100,50,60,45,45,19.5,25.5,0,2,2,,15,162,1421.0612333333333,31,,14,,,2,1,1
60106b84c4a3,0,d6f0c71ef0c8,1,2021,NAP,1,0,,56.1,,56.1,62.5,,61.5,34.5,34.5,0,25.5,0,1,2,,35,338,2819.067966666667,54,109,31,,,1,2,2
601471eafbc5,0,5ec1a0c99d42,1,2022,NAP,1,1,,100,100,100,,,60,60,60,9,6,0,1,1,,12,21,376.3440333333333,13,88,3,,,3,1,1
6019b3a99aa2,0,1d0ebea552eb,1,2015,NAP,0,1,,100,,100,27.27272727272727,60.71428571428571,12,12,12,0,12,0,4,4,,,,,,,,,,3,,0
601a8e6af177,0,01d54579da44,1,2022,NAP,1,0,,100,100,100,,,60,60,60,9,12,0,1,1,,35,164,2017.2531999999999,54,47,24,,,3,2,1
601b96bdefe9,0,210e3b160c35,1,2022,NRO,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,37,195,3365.69465,83,,25,,,3,2,1
601e95f30229,0,5ec1a0c99d42,1,2020,NAP,1,0,,100,100,100,100,100,72,72,72,37.5,34.5,0,3,3,,34,219,2312.3383166666667,49,117,30,,,3,2,2
601fb25c49e1,0,210e3b160c35,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,22.5,28.5,0,3,3,,16,84,808.0285833333334,22,119,10,,,3,1,1
60223d056eac,0,5ec1a0c99d42,1,2018,NAP,0,1,,100,100,100,64.70588235294117,85,36,36,36,15,12,0,3,4,,11,42,628.0056666666667,12,40,5,,,3,1,1
6029d6018574,0,41e521adf8ae,1,2021,NAP,1,0,,90,80.95,100,100,,60,54,54,25.5,28.5,0,2,2,,60,924,5118.593783333333,151,159,44,,,3,2,1
602c7ff65365,0,bb668ca95563,1,2021,NCA,0,0,"1,0",100,,100,100,,12,12,12,0,12,0,4,4,,,,,,,,,,3,,0
602cb8ff914b,0,f57e5cb1f453,1,2022,NAP,1,0,,100,100,100,,,60,60,60,22.5,19.5,0,1,1,,43,151,2436.0482500000003,61,46,34,,,3,2,1
6031648d9f35,0,734d0759cdb4,1,2020,NRO,1,1,,100,100,100,100,100,66,66,66,22.5,16.5,0,3,4,,54,2244,5837.412583333333,119,132,34,,,3,2,2
60386863a51e,0,1d0ebea552eb,1,2021,NAP,1,1,,65,61.9,68.42,100,,60,39,39,19.5,19.5,0,2,2,,23,233,2123.12745,47,145,23,,,2,2,1
60388a11b356,1,b830921ffa70,1,,,0,0,,50,100,0,100,,60,30,30,30,0,0,2,2,,,,,,4,,,,1,,1
603a0dc66f81,0,88cf986449b6,1,,,1,1,,87.39,91.67,83.05,,,59.5,52,60,27.5,24.5,0,1,1,,,,,,106,,,,3,,1
6045535b46f0,0,1d0ebea552eb,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,42,232,3793.8394333333335,83,114,31,,,3,2,1
60501ee687a2,0,aeec2fcd27fc,1,,,0,0,,100,100,100,100,,24,24,30,6,0,0,2,2,,,,,,42,,,,3,,0
60533a35fc8b,0,a512db2741cd,1,2019,NAP,0,1,,100,100,100,100,100,60,60,60,33,27,0,4,4,,32,264,2515.7703666666666,59,62,25,,,3,2,1
605766f03a02,0,23147de99973,1,,,1,0,,100,100,100,,,60,60,60,24,36,0,1,1,,,,,,61,,,,3,,1
605a108999cd,0,ec2e990b934d,1,2020,NAP,1,1,,91.89,100,82.35,100,55.00000000000001,55.5,51,51,30,21,0,2,3,,23,173,1778.7729833333333,45,52,18,,,3,2,1
605e7cf50961,1,4a8596a7790b,1,2019,NAP,0,0,,76.09,100,54.17,89.74358974358975,90.69767441860463,69,52.5,57.33,33,19.5,0,3,4,,44,307,4347.912799999999,100,109,38,,,2,2,2
6061240c79c8,0,7045d16ae7f0,1,2022,NAP,1,1,,100,100,100,,,60,60,61,30,30,0,1,1,,51,263,4024.8062166666664,95,153,40,,,3,2,1
6061cfff72cb,0,5ec1a0c99d42,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,25.5,34.5,0,3,3,,18,258,1291.6288166666668,37,,12,,,3,1,1
6062634238dc,0,01d54579da44,1,2022,NAP,1,0,,100,100,100,,,60,60,60,9,12,0,1,1,,28,111,1533.9032666666667,38,43,17,,,3,2,1
6062e97ccc0a,0,734d0759cdb4,1,2020,NTE,1,1,,20.45,20,20.69,58.53658536585365,35.8974359,66,13.5,13.5,4.5,9,0,2,3,,30,230,2072.4193,48,126,22,,,0,2,2
6064ddc0ee93,0,ff2ccb6ba423,1,2020,NAP,1,0,,100,100,100,100,100,60,60,73.5,30,30,0,3,3,,8,57,690.1322,15,120,7,,,3,1,1
60679288d568,1,c060be6d9bf1,1,,,0,1,,,,,,,35,35,35,15,20,0,1,1,,,,,,,,,,,,1
606ccfdec518,0,5cf4e26bd3d8,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,100,688,10601.296566666668,223,167,51,,,3,3,1
606e01792e3e,0,bb668ca95563,1,2019,NAP,0,1,,100,100,100,100,100,61.5,61.5,61.5,34.5,27,0,4,4,,57,251,4025.87545,114,110,37,,,3,2,2
60707bade6af,0,ec2e990b934d,1,2020,NAP,1,0,,92.11,100,84.21,44.44444444444444,100,57,52.5,52.5,28.5,24,0,2,3,,25,198,2366.3832166666666,48,79,18,,,3,2,1
60725743dad7,0,3d3286f7cd19,1,2018,NAP,0,0,,100,,100,66.03773585,87.80487805,12,12,12,0,12,0,4,4,,,,,,1,,,,3,,0
60782fa4a612,0,60bfa6b5188a,1,,,1,1,,82.61,100,66.67,,,34.5,28.5,28.5,16.5,12,0,1,1,,,,,,81,,,,3,,1
607b61799807,0,f57e5cb1f453,1,2019,NAP,0,0,,85.71,50,100,100,100,31.5,27,27,4.5,22.5,0,3,4,,,,,,,,,,3,,1
607d248b4294,0,d6a403173361,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
608590621ae6,0,01d54579da44,1,2018,NAP,1,0,,90,100,87.1,100,100,60,54,54,13.5,9,0,5,5,,46,190,2543.3087333333333,60,145,41,,,3,2,1
608644983b3f,1,80c3cd40fa35,1,2017,NRO,0,0,,0,,0,38.46153846153847,85.18518518518519,12,0,0,0,0,0,4,4,,,,,,,,,,0,,0
6086c1a7d49c,0,3d3286f7cd19,1,2021,NAP,1,1,,60,50,70,100,,60,36,37.6,15,21,0,2,2,,39,243,2818.8185333333336,64,128,30,,,1,2,1
6086ee1b5bf9,0,8bcbb4c131df,1,2022,NAP,1,0,,100,100,100,,,60,60,60,21,21,0,1,1,,129,3706,9086.7122,356,117,83,,,3,3,1
608afaa5c1f7,0,7e62ce154998,1,,,1,0,,54.35,100,12.5,100,,69,37.5,51,33,4.5,0,2,2,,,,,,65,,,,1,,2
60903068f36f,0,38b2d03f3256,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,30,30,0,2,2,,57,377,4365.541666666667,129,98,41,,,3,2,1
60918b4c10b0,0,ec2e990b934d,1,2018,NAP,1,0,,51.69,51.28,52,0,85.71428571428571,133.5,69,69,30,39,0,2,4,,40,297,3490.165066666667,89,161,16,,,1,2,3
6094b0203061,0,5ec1a0c99d42,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,6,9,0,2,2,,20,64,1155.7620833333333,25,64,14,,,3,1,1
6097262d023d,0,bb668ca95563,1,2019,NAP,0,1,,93.33,100,86.36,90.90909091,75,67.5,63,75,34.5,28.5,0,3,4,,72,433,5507.4382000000005,139,33,60,,,3,3,2
6098bf0c00d4,0,dbae772db290,1,2018,NAP,1,1,,59.56,51.43,68.18,60.34482759,61.90476190476191,68,40.5,40.5,18,22.5,0,1,4,,,,,,116,,,,1,,2
609eb3147c8a,0,7045d16ae7f0,1,2019,NAP,0,1,,91.89,100,85,100,100,55.5,51,54.33,25.5,25.5,0,4,4,,24,236,2203.78365,55,97,20,,,3,2,1
60a3d09fae18,0,b847856411ae,1,,,1,0,,57.14,80,0,100,,42,24,24,24,0,0,2,2,,,,,,37,,,,1,,1
60a4934ebb79,0,01d54579da44,1,2020,NAP,1,0,,23.33,100,9.8,0,0,60,14,14,9,5,0,1,1,,3,,188.26313333333331,5,54,3,,,0,1,1
60a50d49e7ac,0,38b2d03f3256,1,2020,NAP,1,0,,82.5,80,85,100,20,60,49.5,49.5,24,25.5,0,2,2,,50,338,3513.285533333333,107,188,43,,,3,2,1
60ad491e1bf1,0,967ae5f964cd,1,,,1,0,,0,,0,60,100,12,0,0,0,0,0,2,2,,,,,,,,,,0,,0
60b23bb07210,0,01d54579da44,1,2019,NRO,1,1,,100,100,100,100,100,43.5,43.5,43.5,13.5,15,0,5,5,,55,302,3795.5110666666665,89,137,46,,,3,2,1
60b48d917a04,1,41e521adf8ae,1,2017,NAP,0,1,,55.56,100,0,91.42857142857144,77.77777777777779,27,15,15,15,0,0,4,4,,20,92,1247.3517166666668,24,47,13,,,1,1,0
60c7a3c36c64,0,bb668ca95563,1,2017,NAP,1,1,,0,0,0,29.78723404255319,48.78048780487805,49.5,0,0,0,0,0,2,4,,15,53,379.68025,20,15,7,,,0,1,1
