Student ID,Dropout (1=Yes 0=No),Status (A=Dropout B=Stayed),Degree Code,Study Mode,Entry Year,Admission Type,Active Enrollment,Displaced Student,Second Degree Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Pass Rate 2 Years Ago (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Unpaid Fees Flag,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Assignment Submissions (Total),Test Submissions (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
dc29395f862e,0,Stayed,bb668ca95563,Full-time,2019,NAP,1.0,A,,66.04,85.71,44.0,81.3953488372093,75.60975609756098,79.5,52.5,52.5,36.0,16.5,0.0,3,4,,33.0,80.0,1321.6352166666668,34.0,153.0,19.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
dc2df7ea0670,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,A,,20.0,0.0,40.0,,,60.0,12.0,12.0,0.0,12.0,0.0,1,1,,49.0,436.0,4999.187333333333,95.0,89.0,32.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
dc31740a5a37,0,Stayed,d4ee9f58e586,Full-time,2019,NAP,1.0,B,,75.0,100.0,45.0,76.92307692307693,100.0,66.0,49.5,49.5,36.0,13.5,0.0,3,4,,24.0,111.0,1186.5511166666665,32.0,96.0,15.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
dc31b2489d33,0,Stayed,a512db2741cd,Full-time,2019,NAP,0.0,B,,58.82,53.85,65.52,100.0,100.0,102.0,60.0,60.0,31.5,28.5,0.0,4,4,,54.0,217.0,3464.823533333333,82.0,81.0,42.0,,,Medium (40-60%),Medium (21-60 days),90+ credits
dc353070aa36,0,Stayed,3d3286f7cd19,Full-time,2018,NAP,1.0,B,,40.91,50.0,33.33,55.932203389830505,65.9090909090909,33.0,13.5,22.5,7.5,6.0,0.0,3,4,,47.0,481.0,4208.6615,89.0,44.0,30.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
dc3829e0b6f1,0,Stayed,d6a403173361,Part-time,,,1.0,A,,0.0,,0.0,100.0,100.0,21.0,0.0,0.0,0.0,0.0,0.0,1,1,"1,0",,,,,,,,,Low (0-40%),,<30 credits
dc3cb8ae1a3f,0,Stayed,1d0ebea552eb,Full-time,2017,NAP,0.0,A,,100.0,100.0,100.0,78.78787878787878,54.054054054054056,37.5,37.5,51.0,25.5,12.0,0.0,3,4,,38.0,321.0,4030.6425999999997,76.0,101.0,30.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dc3d277c8ee6,0,Stayed,23147de99973,Full-time,,,0.0,B,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dc402867585c,1,Dropout,ec2e990b934d,Part-time,2013,NRO,0.0,A,,53.85,70.0,0.0,100.0,0.0,19.5,10.5,10.5,10.5,0.0,0.0,3,3,,102.0,760.0,8434.101883333333,259.0,38.0,58.0,,,Medium (40-60%),High (60+ days),<30 credits
dc4411809398,0,Stayed,d6a403173361,Full-time,,,0.0,A,,0.0,0.0,0.0,,,70.5,0.0,0.0,0.0,0.0,0.0,1,1,"1,0",5.0,27.0,242.7493166666667,5.0,,4.0,,,Low (0-40%),Low (1-20 days),60-90 credits
dc486ac362a0,0,Stayed,093434a3ee9e,Full-time,2022,NAP,1.0,A,,71.43,66.67,75.0,,,42.0,30.0,31.6,12.0,18.0,0.0,1,1,,50.0,330.0,4570.069916666667,104.0,108.0,32.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dc498b6415ec,0,Stayed,f57e5cb1f453,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,61.5,61.5,61.5,36.0,25.5,0.0,3,4,,55.0,1111.0,6253.920033333334,147.0,34.0,41.0,,,High (80-100%),Medium (21-60 days),60-90 credits
dc5f1295648a,0,Stayed,d933c1002482,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,112.0,,,,High (80-100%),,30-60 credits
dc6444e94bb7,0,Stayed,7995b28bf42b,Full-time,,,0.0,B,,82.35,66.67,100.0,100.0,,25.5,21.0,21.0,9.0,0.0,0.0,2,2,,,,,,12.0,,,,High (80-100%),,<30 credits
dc6a0709e6c0,0,Stayed,2811745d7b8d,Full-time,2019,NAP,0.0,A,,73.91,100.0,47.83,92.6829268292683,90.0,69.0,51.0,69.0,34.5,16.5,0.0,3,4,,29.0,130.0,1910.3460499999999,40.0,84.0,24.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
dc6c588f2e40,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,69.5,33.0,27.0,0.0,3,3,,39.0,392.0,2843.60405,84.0,73.0,15.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dc6d35b28238,0,Stayed,7ed8f0f3b707,Full-time,2020,NAP,1.0,A,,61.54,100.0,37.5,100.0,100.0,78.0,48.0,48.0,30.0,18.0,0.0,3,4,,2.0,3.0,45.8381,2.0,57.0,,,,Good (60-80%),Low (1-20 days),60-90 credits
dc6e66c78eda,0,Stayed,5bc05e241527,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,3.0,,,,,,30-60 credits
dc6e6b5c37b5,0,Stayed,1d0ebea552eb,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,31.5,28.5,0.0,2,2,,32.0,209.0,2691.4344333333333,58.0,106.0,29.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dc761ff0b634,0,Stayed,f57e5cb1f453,Full-time,2020,NAP,1.0,A,,32.56,63.64,0.0,62.5,100.0,64.5,21.0,21.0,21.0,0.0,0.0,2,3,,17.0,43.0,674.1438666666666,16.0,65.0,9.0,,,Low (0-40%),Low (1-20 days),60-90 credits
dc7909b14dd8,0,Stayed,0a5b046d07f6,Full-time,2021,NAP,1.0,B,,90.0,80.0,100.0,100.0,,60.0,54.0,54.0,24.0,30.0,0.0,2,2,,70.0,656.0,7129.703216666667,164.0,71.0,45.0,,,High (80-100%),High (60+ days),30-60 credits
dc7cf65da48e,0,Stayed,3b731d7620bf,Full-time,,,1.0,B,,78.67,100.0,42.86,91.25,,56.25,44.25,53.25,35.25,9.0,0.0,1,2,,,,,,113.0,,,,Good (60-80%),,30-60 credits
dc8219a62d79,0,Stayed,7045d16ae7f0,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,41.0,246.0,3309.4335,78.0,102.0,31.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dc8504d3129b,0,Stayed,659479bf8d74,Full-time,,,0.0,A,,100.0,100.0,100.0,,,48.0,48.0,48.0,24.0,24.0,0.0,1,1,,,,,,71.0,,,,High (80-100%),,30-60 credits
dc8a196bd556,0,Stayed,2f5b70c621fd,Full-time,,,0.0,B,,100.0,,100.0,100.0,100.0,30.0,30.0,30.0,0.0,0.0,0.0,2,2,,,,,,,,,,High (80-100%),,<30 credits
dc8cdad9af82,0,Stayed,0fecf9247f3d,Full-time,2016,NAP,0.0,B,,100.0,100.0,100.0,37.93103448275862,50.0,22.5,22.5,22.5,6.0,16.5,0.0,3,4,,63.0,313.0,4950.080933333334,118.0,58.0,45.0,,,High (80-100%),High (60+ days),<30 credits
dc9121798297,0,Stayed,b3773ecbf749,Full-time,,,1.0,B,,80.0,100.0,63.64,,,60.0,48.0,48.0,27.0,21.0,0.0,1,1,,,,,,170.0,,,,Good (60-80%),,30-60 credits
dc955fea160b,0,Stayed,8bcbb4c131df,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,21.0,21.0,0.0,1,1,,103.0,1577.0,7647.90795,211.0,129.0,60.0,,,High (80-100%),High (60+ days),30-60 credits
dc97146f9075,0,Stayed,4a8596a7790b,Full-time,2021,NAP,1.0,A,,46.51,30.0,60.87,100.0,,64.5,30.0,31.0,9.0,21.0,0.0,2,2,,40.0,282.0,2997.1293666666666,68.0,91.0,27.0,,,Medium (40-60%),Medium (21-60 days),60-90 credits
dc992c6bdb67,0,Stayed,a512db2741cd,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,28.5,31.5,0.0,2,2,,28.0,170.0,1735.7082500000001,37.0,149.0,22.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dc9b4859a3ca,0,Stayed,38b2d03f3256,Full-time,2018,NAP,1.0,B,,68.0,100.0,46.67,42.22222222222222,83.33333333333334,37.5,25.5,25.5,15.0,10.5,0.0,2,4,,28.0,369.0,2332.434616666667,57.0,47.0,20.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dca1d36708d9,0,Stayed,3d3286f7cd19,Full-time,2021,NLE,1.0,A,,75.0,50.0,100.0,100.0,,60.0,45.0,45.0,15.0,30.0,0.0,2,2,,41.0,428.0,3882.266483333334,74.0,70.0,33.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dca2b13a576d,0,Stayed,7ed8f0f3b707,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,93.02325581395348,100.0,66.0,66.0,66.0,31.5,34.5,0.0,3,4,,30.0,267.0,1991.6599333333331,45.0,89.0,23.0,,,High (80-100%),Medium (21-60 days),60-90 credits
dcae38836183,1,Dropout,605e9e90d537,Full-time,,,0.0,A,,14.29,,14.29,100.0,76.66666666666667,14.0,2.0,2.0,0.0,2.0,0.0,1,1,,,,,,,,,,Low (0-40%),,<30 credits
dcb130903e97,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,1.0,A,,7.5,0.0,15.79,57.49999999999999,90.32258064516128,60.0,4.5,4.5,0.0,4.5,0.0,2,3,,11.0,53.0,622.2570833333334,15.0,97.0,7.0,,,Low (0-40%),Low (1-20 days),30-60 credits
dcb434dfe1de,0,Stayed,01d54579da44,Full-time,2022,NAP,1.0,A,,65.0,100.0,58.82,,,60.0,39.0,39.0,9.0,12.0,0.0,1,1,,17.0,59.0,888.0038166666667,19.0,24.0,8.0,,,Good (60-80%),Low (1-20 days),30-60 credits
dcb9ed520b07,0,Stayed,5ec1a0c99d42,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,6.0,0.0,1,1,,14.0,37.0,648.6417166666666,17.0,22.0,9.0,,,High (80-100%),Low (1-20 days),30-60 credits
dcbccc4cda38,0,Stayed,be47addbcb8f,Full-time,2019,NAP,1.0,B,,90.0,81.82,100.0,100.0,100.0,60.0,54.0,54.0,27.0,21.0,0.0,4,4,,10.0,40.0,475.1515166666667,10.0,131.0,7.0,,,High (80-100%),Low (1-20 days),30-60 credits
dcbdc66cb563,0,Stayed,0a5b046d07f6,Full-time,2022,NAP,1.0,A,,80.0,80.0,80.0,,,60.0,48.0,48.0,24.0,24.0,0.0,1,1,,15.0,179.0,658.5486666666667,29.0,141.0,11.0,,,Good (60-80%),Low (1-20 days),30-60 credits
dcc3307d6222,0,Stayed,01d54579da44,Full-time,2014,NAI,1.0,A,,0.0,,0.0,50.0,31.57894736842105,4.5,0.0,0.0,0.0,0.0,0.0,5,5,,14.0,36.0,258.9588166666667,7.0,6.0,14.0,,,Low (0-40%),Low (1-20 days),<30 credits
dcc4ee634fc5,0,Stayed,61a229bae1e9,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,56.25,100.0,66.0,66.0,66.0,30.0,36.0,0.0,3,4,,72.0,887.0,6361.977783333333,144.0,148.0,61.0,,,High (80-100%),High (60+ days),60-90 credits
dccaec497d3d,0,Stayed,210e3b160c35,Full-time,2019,NAP,1.0,A,,80.0,100.0,60.0,100.0,100.0,60.0,48.0,48.0,30.0,18.0,0.0,4,4,,14.0,100.0,1204.9844833333334,32.0,11.0,12.0,,,Good (60-80%),Low (1-20 days),30-60 credits
dccb49569d1d,0,Stayed,be47addbcb8f,Full-time,2019,NAP,1.0,B,,100.0,100.0,100.0,100.0,35.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,31.0,417.0,2047.6391833333332,51.0,,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dccbb299f512,1,Dropout,8bcbb4c131df,Full-time,2021,NAP,0.0,A,,92.5,85.0,100.0,100.0,,60.0,55.5,55.5,25.5,30.0,0.0,2,2,,18.0,105.0,1027.7056666666665,26.0,118.0,11.0,,,High (80-100%),Low (1-20 days),30-60 credits
dcccae431513,0,Stayed,2811745d7b8d,Full-time,2022,NAP,1.0,B,,80.0,80.0,80.0,,,60.0,48.0,48.0,24.0,24.0,0.0,1,1,,44.0,258.0,2627.053033333333,79.0,82.0,38.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dccd1c428d42,0,Stayed,2811745d7b8d,Full-time,2020,NAP,1.0,A,,85.0,100.0,70.0,100.0,100.0,60.0,51.0,51.0,30.0,21.0,0.0,3,3,,30.0,279.0,2268.1299666666664,48.0,154.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dcd231bb7a7c,0,Stayed,1d0ebea552eb,Full-time,2020,NAP,1.0,B,,82.5,83.33,81.25,86.66666666666667,70.0,60.0,49.5,49.5,30.0,19.5,0.0,2,3,,12.0,55.0,1319.9757833333333,39.0,87.0,6.0,,,High (80-100%),Low (1-20 days),30-60 credits
dcd268123daf,0,Stayed,41e521adf8ae,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dcd41e91685f,0,Stayed,2397346b4582,Full-time,2021,NAI,1.0,A,,0.0,0.0,0.0,0.0,,21.0,0.0,0.0,0.0,0.0,0.0,3,3,,,,,,,,,,Low (0-40%),,<30 credits
dcd515603788,0,Stayed,01d54579da44,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,12.0,0.0,1,1,,36.0,104.0,1886.7638666666664,53.0,124.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dce139cad07d,0,Stayed,79d6eaa26761,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,43.5,43.5,43.5,13.5,30.0,0.0,4,4,,24.0,,1342.7550833333335,37.0,108.0,13.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dce7edb80dcd,0,Stayed,5ec1a0c99d42,Full-time,2021,NLE,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,66.0,514.0,4716.522766666667,123.0,,55.0,,,High (80-100%),High (60+ days),30-60 credits
dcea4e0bfad3,1,Dropout,8bcbb4c131df,Full-time,2022,NLE,1.0,A,,10.0,28.57,0.0,,,60.0,6.0,6.0,6.0,0.0,0.0,1,1,,27.0,154.0,1572.1991166666667,41.0,42.0,16.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
dcedac1570bc,0,Stayed,1d0ebea552eb,Full-time,2019,NLE,0.0,A,,79.55,100.0,55.0,90.0,100.0,66.0,52.5,66.0,36.0,16.5,0.0,3,4,,30.0,298.0,3056.844216666667,56.0,75.0,23.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
dcedcd9f74c4,1,Dropout,9b21b03d9048,Full-time,,,0.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,123.0,,,,High (80-100%),,30-60 credits
dcef02b3186c,0,Stayed,210e3b160c35,Full-time,2021,NAP,1.0,B,,60.0,85.71,31.58,100.0,,60.0,36.0,36.0,27.0,9.0,0.0,2,2,,51.0,300.0,4668.545283333333,114.0,156.0,38.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
dcf1894715c8,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,100.0,100.0,42.0,42.0,60.0,25.5,16.5,0.0,4,4,,1.0,,45.5069,1.0,33.0,1.0,,,High (80-100%),Low (1-20 days),30-60 credits
dcf245247977,0,Stayed,7e62ce154998,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,27.0,33.0,0.0,1,1,,,,,,169.0,,,,High (80-100%),,30-60 credits
dcf788795d1d,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,45.0,45.0,45.0,18.0,27.0,0.0,1,2,,48.0,190.0,3960.1004,95.0,94.0,27.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dcf7baa23530,0,Stayed,d6a403173361,Full-time,2015,NAP,1.0,A,,100.0,100.0,100.0,0.0,58.620689655172406,18.0,18.0,18.0,6.0,12.0,0.0,4,4,,,,,,4.0,,,,High (80-100%),,<30 credits
dcfef03c905d,0,Stayed,01d54579da44,Full-time,2021,NAP,1.0,B,,93.92,100.0,92.17,76.66666666666667,,74.0,69.5,69.5,16.5,11.0,0.0,1,2,,12.0,21.0,406.92735,12.0,124.0,5.0,,,High (80-100%),Low (1-20 days),60-90 credits
dcffc6d1a252,0,Stayed,b60300641c36,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,170.0,,,,High (80-100%),,30-60 credits
dd074065deaa,0,Stayed,a512db2741cd,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,33.0,27.0,0.0,4,4,,62.0,314.0,3398.991766666667,83.0,119.0,50.0,,,High (80-100%),High (60+ days),30-60 credits
dd07b1accf07,0,Stayed,d4ee9f58e586,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,61.5,61.5,61.5,30.0,31.5,0.0,3,3,,52.0,2550.0,3747.5175333333336,88.0,,33.0,,,High (80-100%),Medium (21-60 days),60-90 credits
dd09f52fee39,0,Stayed,01d54579da44,Full-time,2019,NAP,1.0,B,,29.73,46.67,18.18,55.88235294117647,70.0,55.5,16.5,16.5,10.5,6.0,0.0,2,3,,11.0,73.0,593.4296833333333,22.0,80.0,10.0,,,Low (0-40%),Low (1-20 days),30-60 credits
dd0a74a00034,0,Stayed,7559ca4a957c,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,100.0,100.0,51.0,51.0,51.0,30.0,21.0,0.0,4,4,,,,,,,,,,High (80-100%),,30-60 credits
dd0f7f8da7bf,0,Stayed,38b2d03f3256,Full-time,2019,NAP,0.0,B,,75.68,100.0,47.06,100.0,100.0,55.5,42.0,55.5,30.0,12.0,0.0,4,4,,41.0,275.0,4162.963983333333,92.0,107.0,27.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dd102d9e0165,0,Stayed,5ec1a0c99d42,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,21.0,62.0,1038.26755,23.0,,13.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dd11ed8a7ac0,0,Stayed,2397346b4582,Full-time,2018,NAI,0.0,A,,100.0,100.0,100.0,100.0,84.61538461538461,27.0,27.0,27.0,15.0,12.0,0.0,4,4,,75.0,425.0,7013.382116666667,169.0,131.0,44.0,,,High (80-100%),High (60+ days),<30 credits
dd12c22ce127,0,Stayed,bb668ca95563,Full-time,2021,NAP,1.0,A,,89.66,57.14,100.0,27.500000000000004,,43.5,39.0,39.0,6.0,15.0,0.0,1,1,,,,,,69.0,,,,High (80-100%),,30-60 credits
dd1885c21aa7,0,Stayed,734d0759cdb4,Full-time,2021,NAP,1.0,A,,80.0,50.0,100.0,75.0,,75.0,60.0,60.0,15.0,36.0,0.0,1,2,,26.0,165.0,2896.9144499999993,47.0,167.0,18.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
dd1a75104a57,0,Stayed,f57e5cb1f453,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,76.5,28.5,31.5,0.0,3,3,,92.0,1696.0,9639.930833333334,216.0,139.0,61.0,,,High (80-100%),High (60+ days),30-60 credits
dd1b7bc3613f,0,Stayed,d6061bbee6cf,Full-time,2022,NRO,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,61.0,735.0,4737.877983333333,107.0,124.0,41.0,,,High (80-100%),High (60+ days),30-60 credits
dd1d1d91ee92,0,Stayed,d6061bbee6cf,Full-time,2017,NAP,1.0,B,,64.29,73.91,52.63,32.432432432432435,62.85714285714285,63.0,40.5,40.5,25.5,15.0,0.0,2,4,,61.0,780.0,4935.645516666667,165.0,182.0,40.0,,,Good (60-80%),High (60+ days),60-90 credits
dd2346663fdd,0,Stayed,ec2e990b934d,Full-time,2022,NCA,0.0,A,"1,0",100.0,100.0,100.0,,,46.5,46.5,46.5,9.0,25.5,0.0,2,4,,7.0,19.0,276.2700166666666,6.0,,2.0,,,High (80-100%),Low (1-20 days),30-60 credits
dd2507f1ed72,1,Dropout,dac53c17c250,Full-time,2021,NAP,0.0,A,,30.0,69.23,0.0,25.0,,45.0,13.5,13.5,13.5,0.0,0.0,1,1,,1.0,1.0,45.04615,1.0,76.0,33.0,,,Low (0-40%),Low (1-20 days),30-60 credits
dd26af56d68f,1,Dropout,1d0ebea552eb,Full-time,2022,NAP,0.0,B,,30.0,20.0,40.0,,,60.0,18.0,18.0,6.0,12.0,0.0,1,1,,33.0,264.0,2745.8031666666666,71.0,27.0,26.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
dd2b894a33d9,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,89.74358974358975,70.0,64.5,64.5,64.5,27.0,37.5,0.0,2,3,,48.0,354.0,3783.623816666667,97.0,98.0,41.0,,,High (80-100%),Medium (21-60 days),60-90 credits
dd2e7c40fd10,1,Dropout,38b2d03f3256,Full-time,2022,NAP,0.0,A,,20.0,0.0,40.0,,,60.0,12.0,12.0,0.0,12.0,0.0,1,1,,11.0,56.0,776.4815000000001,19.0,59.0,7.0,,,Low (0-40%),Low (1-20 days),30-60 credits
dd30ab6d7fc9,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,0.0,B,,77.5,100.0,55.0,100.0,90.0,60.0,46.5,60.0,30.0,16.5,0.0,4,4,,38.0,274.0,2333.9538666666667,72.0,40.0,29.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
dd326103a7a7,0,Stayed,84b564f96061,Full-time,,,0.0,A,,,,,,,51.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dd3464570db2,0,Stayed,a512db2741cd,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,62.5,28.5,31.5,0.0,2,2,,32.0,190.0,1939.3320666666668,48.0,159.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dd354d33878a,0,Stayed,07aa2015d482,Full-time,,,0.0,A,,,,,,,43.5,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dd3801d56435,0,Stayed,7ed8f0f3b707,Full-time,2018,NAP,1.0,A,,59.09,71.43,37.5,100.0,89.74358974358975,33.0,19.5,19.5,15.0,4.5,0.0,4,4,,20.0,171.0,1681.95,33.0,84.0,19.0,,,Medium (40-60%),Low (1-20 days),30-60 credits
dd3875f3fb54,0,Stayed,734d0759cdb4,Full-time,2018,NAP,0.0,A,,100.0,,100.0,83.33333333333334,100.0,12.0,12.0,12.0,0.0,12.0,0.0,4,4,,5.0,12.0,318.2622666666667,5.0,64.0,1.0,,,High (80-100%),Low (1-20 days),<30 credits
dd3d2546be77,0,Stayed,41e521adf8ae,Full-time,2021,NLE,1.0,A,,100.0,100.0,100.0,85.0,,69.0,69.0,69.0,40.5,28.5,0.0,1,2,,29.0,139.0,1984.3239333333331,61.0,89.0,12.0,,,High (80-100%),Medium (21-60 days),60-90 credits
dd4265ed0862,0,Stayed,2397346b4582,Full-time,2018,NAP,0.0,A,,100.0,100.0,100.0,64.70588235294117,100.0,22.5,22.5,22.5,10.5,12.0,0.0,4,4,,49.0,212.0,4517.756766666666,89.0,24.0,26.0,,,High (80-100%),Medium (21-60 days),<30 credits
dd457d13fdca,0,Stayed,d6f0c71ef0c8,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dd46b6a34dbf,0,Stayed,a512db2741cd,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,18.0,18.0,0.0,1,1,,107.0,583.0,7199.924866666667,144.0,86.0,71.0,,,High (80-100%),High (60+ days),30-60 credits
dd46f107717a,0,Stayed,bb668ca95563,Full-time,,,0.0,B,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
dd4eff1d4643,0,Stayed,4a8596a7790b,Full-time,2019,NRO,1.0,A,,9.68,0.0,18.75,34.375,19.35483870967742,46.5,4.5,4.5,0.0,4.5,0.0,2,3,,59.0,484.0,5108.629383333333,127.0,119.0,41.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
dd54b4f9c893,0,Stayed,0fecf9247f3d,Full-time,2017,NAP,1.0,A,,100.0,100.0,100.0,64.70588235294117,89.28571428571429,48.0,48.0,48.0,30.0,18.0,0.0,3,4,,39.0,880.0,3422.71485,68.0,67.0,39.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dd6abfad065b,0,Stayed,b847856411ae,Full-time,,,0.0,B,,100.0,,100.0,66.66666666666666,100.0,12.0,12.0,12.0,0.0,0.0,0.0,2,2,,,,,,42.0,,,,High (80-100%),,<30 credits
dd6ae2a8f032,0,Stayed,0fecf9247f3d,Full-time,2018,NAP,1.0,A,,90.63,100.0,75.0,100.0,100.0,48.0,43.5,50.5,30.0,13.5,0.0,2,4,,98.0,394.0,7135.197616666667,213.0,105.0,38.0,,,High (80-100%),High (60+ days),30-60 credits
dd6d494273ed,0,Stayed,9ae2bdd7beed,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,4,4,,21.0,170.0,1922.4458500000003,40.0,53.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dd6db3a76563,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,33.0,27.0,0.0,3,3,,45.0,513.0,3456.009983333333,79.0,118.0,37.0,,,High (80-100%),Medium (21-60 days),30-60 credits
dd6fd0434c8b,0,Stayed,ea3a03b4971e,Full-time,,,1.0,B,,68.42,100.0,57.14,66.07142857142857,,19.0,13.0,13.0,5.0,8.0,0.0,1,1,,,,,,2.0,,,,Good (60-80%),,<30 credits
dd700e775e7a,0,Stayed,2811745d7b8d,Full-time,,,0.0,B,,0.0,0.0,0.0,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,"1,0",17.0,141.0,1380.2813,23.0,30.0,10.0,,,Low (0-40%),Low (1-20 days),30-60 credits
dd731409bf8e,0,Stayed,6a6581ce785d,Full-time,,,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,100.0,,,,High (80-100%),,30-60 credits
dd74f5abdc48,0,Stayed,01d54579da44,Full-time,,,0.0,A,,,,,82.22222222222221,25.0,46.5,0.0,0.0,0.0,0.0,0.0,1,1,,1.0,1.0,45.4586,1.0,1.0,,,,,Low (1-20 days),30-60 credits
